title,Rating,maincateg,platform,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,combo,category
Bellies For Women  (Navy),4.2,Women,Flipkart,499,485.0,66.0,261.0,118.0,58.0,15,33.0,1,False,bellie
Women Pink Wedges Sandal,4.0,Women,Flipkart,1499,156.0,28.0,78.0,37.0,21.0,7,13.0,0,False,sandal
Men Blue Sandal,4.1,Men,Flipkart,309,1117.0,165.0,599.0,271.0,125.0,43,79.0,1,False,sandal
Jutis For Women  (Multicolor),3.7,Women,Flipkart,499,62.0,10.0,30.0,10.0,5.0,7,10.0,0,False,juti
Shoes For Girls Stylish Latest Fashion Sports Casual Canvas Sneakers Sneakers For Women  (Black),4.0,Women,Flipkart,749,246.0,28.0,128.0,53.0,32.0,6,27.0,1,False,sneaker
Sneakers For Women  (White),4.2,Women,Flipkart,999,195.0,32.0,116.0,25.0,31.0,7,12.0,1,False,sneaker
Trendy stylish flexible comfortable classy popular Mojaris For Men  (Black),4.0,Men,Flipkart,850,27.0,3.0,17.0,2.0,2.0,2,4.0,0,False,mojaris
Slippers,4.1,Women,Flipkart,279,741.0,69.0,434.0,134.0,73.0,32,66.0,1,False,slipper
Women Black Heels Sandal,4.2,Women,Flipkart,999,571.0,99.0,348.0,99.0,51.0,30,43.0,1,False,sandal
Outdoors For Men  (Black),4.0,Men,Flipkart,999,151.0,10.0,81.0,26.0,22.0,9,13.0,0,False,other
Boots For Women  (Pink),3.8,Women,Flipkart,999,20.0,4.0,5.0,9.0,4.0,0,2.0,1,False,boot
Frio Black Color Casual for Men's Flip Flops,3.5,Men,Flipkart,1299,2578.0,315.0,1121.0,365.0,349.0,262,481.0,1,False,casual
"Century-12 Running shoes for boys | sports shoes for men | Latest Stylish Casual sport shoes for men | Lace up Lightweight navy for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Navy, Blue)",4.1,Men,Flipkart,999,11594.0,1845.0,5888.0,2964.0,1358.0,510,874.0,0,False,shoe
Prowl Slip On Wns Walking Shoes For Women  (Black),4.5,Women,Flipkart,3999,115.0,14.0,74.0,23.0,5.0,1,6.0,1,False,shoe
Women Brown Flats Sandal,4.3,Women,Flipkart,699,21.0,3.0,13.0,4.0,3.0,0,1.0,1,False,sandal
Leather Semi-formals Lace Up For Men  (Black),4.2,Men,Flipkart,5895,985.0,141.0,522.0,259.0,104.0,32,68.0,1,False,other
Slides,4.0,Men,Flipkart,999,259.0,27.0,150.0,38.0,25.0,18,28.0,0,False,other
"Captain-13 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Black, Maroon)",3.9,Men,Flipkart,802,1380.0,236.0,851.0,357.0,103.0,101,213.0,1,False,sneaker
Boots For Women  (Tan),4.4,Women,Flipkart,3699,143.0,25.0,87.0,38.0,11.0,2,5.0,1,False,boot
Combo New Combination Black and Black Loafers Casual Slip On Party Wear Shoes Pack of 2 Loafers For Men  (Black),4.0,Men,Flipkart,799,8.0,0.0,5.0,1.0,0.0,1,1.0,0,True,shoe
Men Beige Sandal,3.5,Men,Flipkart,999,2832.0,380.0,1162.0,458.0,396.0,233,583.0,0,False,sandal
Ketava III DP Slippers,4.1,Men,Flipkart,1299,5740.0,625.0,3171.0,1274.0,535.0,232,528.0,1,False,slipper
Heel Boots For Women  (Black),4.1,Women,Flipkart,2290,249.0,48.0,122.0,67.0,31.0,10,19.0,0,False,boot
Lace Up For Men  (Black),3.8,Men,Flipkart,2899,3012.0,458.0,1442.0,624.0,381.0,177,388.0,1,False,other
Slippers,4.7,Women,Flipkart,1199,3.0,0.0,2.0,1.0,0.0,0,0.0,1,False,slipper
Partywear Ethnic Womens Girls Ladies Shoe Jutis For Women Jutis For Women  (Multicolor),3.9,Women,Flipkart,499,96.0,17.0,53.0,15.0,7.0,6,15.0,0,False,shoe
Women Beige Bellies Sandal,4.4,Men,Flipkart,999,0.0,0.0,24.0,12.0,7.0,1,4.0,0,False,sandal
Women Grey Heels Sandal,4.1,Women,Flipkart,999,622.0,102.0,330.0,148.0,74.0,26,42.0,1,False,sandal
"Best Quality Boots Latest Fashion ,Trending Boots And Very Comfortable Boots For Women  (White)",4.0,Men,Flipkart,999,0.0,25.0,43.0,19.0,11.0,3,10.0,1,False,boot
TRAVELLAR LP Running Shoes For Men  (Grey),4.2,Men,Flipkart,2999,5117.0,681.0,2814.0,1346.0,480.0,199,278.0,1,False,shoe
Slippers,3.8,Women,Flipkart,499,0.0,23.0,71.0,53.0,22.0,14,17.0,0,False,slipper
Women Brown Heels Sandal,4.4,Women,Flipkart,1490,226.0,28.0,141.0,53.0,19.0,4,9.0,1,False,sandal
"EDGEBOUNCE 1.5 W Running Shoes For Women  (Black, White)",4.5,Women,Flipkart,8999,6.0,0.0,4.0,1.0,1.0,0,0.0,1,False,shoe
Walking Shoes For Women  (Blue),4.2,Women,Flipkart,799,21.0,7.0,14.0,2.0,1.0,3,1.0,1,False,shoe
GO RUN FAST Running Shoes For Women  (Black),4.6,Women,Flipkart,5299,101.0,15.0,76.0,16.0,4.0,1,4.0,1,False,shoe
Slides,4.0,Women,Flipkart,999,81.0,10.0,41.0,21.0,8.0,3,8.0,1,False,other
Synthetic Leather Casual Partywear New Design Boots For Women  (White),4.2,Women,Flipkart,999,2233.0,395.0,1333.0,403.0,231.0,97,157.0,1,False,boot
Womens Comfort Stylish Trending Printed Slippers (Pack Of 4) Flip Flops,3.8,Women,Flipkart,499,10733.0,1546.0,4769.0,2205.0,1697.0,815,1247.0,0,False,flip
Men Brown Sandal,3.9,Men,Flipkart,999,133.0,15.0,59.0,31.0,24.0,6,13.0,0,False,sandal
Longwalk Women Casual Sneakers Shoes,4.5,Women,Amazon,454,37.0,19.0,7.0,0.0,7.0,14,72.0,0,False,sneaker
Women Brown Wedges Sandal,3.7,Women,Flipkart,533,135.0,20.0,58.0,26.0,23.0,8,20.0,0,False,sandal
Climber Boots For Men  (Bronze),4.0,Men,Flipkart,999,60107.0,7501.0,33445.0,9311.0,6841.0,3551,6959.0,1,False,boot
NUM0010 Derby For Men  (Brown),3.8,Men,Flipkart,799,33.0,4.0,16.0,6.0,4.0,1,6.0,0,False,other
Stylish Laser Punch Casual Belly Bellies For Women  (Tan),3.8,Women,Flipkart,499,228.0,24.0,100.0,52.0,38.0,9,29.0,0,False,casual
Women Blue Heels Sandal,4.1,Women,Flipkart,999,954.0,138.0,496.0,234.0,113.0,56,57.0,1,False,sandal
Women 's Shoes For Girls Casuals For Women  Casuals For Women  (Multicolor),4.2,Women,Flipkart,999,972.0,144.0,527.0,232.0,122.0,38,53.0,0,False,shoe
Running Shoes For Men  (Blue),3.8,Men,Flipkart,799,163.0,20.0,83.0,25.0,23.0,11,21.0,0,False,shoe
Bk Mojaris For Men  (Brown),3.3,Men,Flipkart,999,6.0,1.0,2.0,1.0,1.0,1,1.0,0,False,mojaris
Ankle Length & High Ankle Length Boots For Women  (Beige),4.1,Women,Flipkart,999,4721.0,770.0,2545.0,1002.0,522.0,234,418.0,0,False,boot
Concave 2 Wn s IDP Running Shoes For Women  (Purple),4.3,Women,Flipkart,3999,367.0,47.0,206.0,108.0,30.0,6,18.0,1,False,shoe
Women Maroon Wedges Sandal,4.4,Women,Flipkart,799,67.0,7.0,44.0,11.0,6.0,2,3.0,0,False,sandal
Flip Flops,4.1,Men,Flipkart,375,21054.0,2532.0,11523.0,4995.0,2145.0,894,1497.0,1,False,flip
"New Trendy Fashionable And Comfortable 2 Combo Shoe Party Wear Sneakers Women and Girls Running Shoes,Gym Shoes,Canvas Shoes,Training Shoes,Sports Shoes For Girls Sneakers For Women  (Black, White)",4.1,Women,Flipkart,998,346.0,55.0,182.0,82.0,35.0,19,28.0,1,True,sneaker
Sparx Men's Sc0162g Sneakers,4.0,Men,Amazon,1199,228.0,126.0,10.0,3.0,12.0,25,51.0,1,False,sneaker
GEL CONTEND 4B+ Running Shoes For Men  (Black),4.2,Men,Flipkart,3499,3742.0,499.0,2154.0,904.0,325.0,122,237.0,1,False,shoe
Boots For Women  (Brown),3.9,Women,Flipkart,4695,58.0,10.0,33.0,6.0,8.0,1,10.0,0,False,boot
Slippers,3.9,Women,Flipkart,229,1647.0,274.0,789.0,324.0,239.0,122,173.0,0,False,slipper
Slippers,4.0,Men,Flipkart,649,8671.0,1032.0,4665.0,1745.0,855.0,468,938.0,1,False,slipper
"Bellies Jutis For Women  (Blue, Gold)",3.8,Women,Flipkart,499,57.0,6.0,26.0,16.0,3.0,2,10.0,0,False,juti
STORMER LS Running Shoes For Women  (Off White),4.3,Women,Flipkart,3999,98.0,13.0,58.0,23.0,9.0,3,5.0,1,False,shoe
RC3526 001 Slip On For Men  (Black),4.2,Men,Flipkart,4299,790.0,128.0,410.0,221.0,83.0,26,50.0,1,False,other
Slides,3.6,Men,Flipkart,999,437.0,62.0,173.0,95.0,62.0,44,63.0,1,False,other
Bellies For Women  (Grey),4.3,Women,Flipkart,999,92.0,12.0,54.0,23.0,4.0,7,4.0,1,False,bellie
Slippers,4.0,Men,Flipkart,299,23608.0,2750.0,11255.0,6103.0,3008.0,1243,1999.0,1,False,slipper
SL-138 Casuals For Women  (White),4.1,Women,Flipkart,625,368.0,68.0,201.0,79.0,51.0,11,26.0,1,False,casual
ARYA - DIFFERENT EDGE Bellies For Women  (Navy),4.2,Women,Flipkart,4299,166.0,24.0,94.0,39.0,12.0,6,15.0,1,False,bellie
Jutis For Women  (Black),4.0,Women,Flipkart,632,845.0,132.0,871.0,34.0,106.0,54,112.0,0,False,juti
SL-172 Women Walking Shoes For Women  (Pink),4.5,Women,Flipkart,799,6.0,0.0,3.0,3.0,0.0,0,0.0,1,False,shoe
Women Black Heels Sandal,3.9,Women,Flipkart,2499,183.0,28.0,97.0,26.0,23.0,14,23.0,1,False,sandal
"Men Red, Black Sports Sandal",3.9,Men,Flipkart,999,1972.0,254.0,969.0,394.0,256.0,149,204.0,1,False,sandal
Women Black Flats Sandal,4.4,Women,Flipkart,799,166.0,21.0,95.0,49.0,12.0,2,5.0,1,False,sandal
"Women SL-126 Grey Pink Walking Shoes For Women  (Pink, Grey)",4.2,Women,Flipkart,949,3223.0,472.0,1738.0,875.0,324.0,107,179.0,1,False,shoe
Walking Shoes For Women  (Pink),4.0,Women,Flipkart,999,532.0,78.0,259.0,136.0,59.0,38,37.0,1,False,shoe
Women Brown Wedges Sandal,4.1,Women,Flipkart,269,749.0,126.0,374.0,205.0,90.0,42,38.0,1,False,sandal
Kazarmax Women's Walking Shoes,4.4,Women,Amazon,949,17.0,10.0,0.0,0.0,9.0,43,48.0,1,False,shoe
Women Off White Flats Sandal,4.2,Women,Flipkart,599,992.0,170.0,559.0,246.0,103.0,41,43.0,0,False,sandal
Running Shoes For Men  (Yellow),4.2,Men,Flipkart,999,236.0,26.0,127.0,58.0,30.0,10,11.0,1,False,shoe
Puma Smash v2 Buck Sneakers For Men  (Black),4.3,Men,Flipkart,3499,582.0,98.0,369.0,122.0,45.0,14,32.0,1,False,sneaker
SL-138 Casuals For Women  (White),4.1,Women,Flipkart,625,368.0,68.0,201.0,79.0,51.0,11,26.0,1,False,casual
Women Gold Wedges Sandal,4.3,Women,Flipkart,1890,6.0,1.0,3.0,2.0,1.0,0,0.0,1,False,sandal
Sneakers For Men  (Red),4.1,Men,Flipkart,499,137.0,14.0,93.0,8.0,10.0,11,15.0,0,False,sneaker
Sports shoes/Casual shoes/Walking Shoes/Gym shoes/Running shoes/Cricket shoes Walking Shoes For Men  (Black),3.8,Men,Flipkart,999,775.0,75.0,407.0,114.0,89.0,55,110.0,1,False,shoe
Bellies For Women  (Off White),3.3,Women,Flipkart,999,8.0,0.0,3.0,1.0,1.0,1,2.0,0,False,bellie
Ankle Length Stylish Boots For Men  (Brown),3.9,Men,Flipkart,822,1689.0,248.0,422.0,443.0,209.0,232,211.0,1,False,boot
RODEO-2 Running Shoes For Men  (Blue),4.2,Men,Flipkart,999,5386.0,899.0,2895.0,1345.0,595.0,193,358.0,1,False,shoe
"Combo Pack of 2 Casual Shoes Sneakers For Women  (Red, Blue)",3.9,Women,Flipkart,999,757.0,107.0,359.0,161.0,103.0,54,74.0,1,True,sneaker
Mojaris For Men  (Brown),3.7,Men,Flipkart,799,110.0,18.0,54.0,18.0,11.0,4,23.0,0,False,mojaris
Men Blue Flats Sandal,3.8,Men,Flipkart,999,780.0,95.0,367.0,156.0,106.0,58,93.0,0,False,sandal
"Men Yellow, Black, Blue Casual Sandal",4.1,Men,Flipkart,699,12689.0,1762.0,6843.0,3150.0,1328.0,469,899.0,1,False,sandal
Slippers,4.1,Women,Flipkart,499,134.0,16.0,77.0,27.0,10.0,8,12.0,0,False,slipper
"Sneaker-03 Navy Sky Running shoes for boys |sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight white shoes for running, walking, gym, trekking, hiking & party Running Shoes Lace Up For Men  (Blue, Blue)",4.1,Men,Flipkart,1499,2862.0,495.0,1556.0,658.0,283.0,128,237.0,1,False,sneaker
casual for men Sneakers For Men  (Black),3.9,Men,Flipkart,999,1893.0,248.0,980.0,323.0,250.0,127,213.0,1,False,sneaker
Training & Gym Shoes For Men  (Black),3.6,Men,Flipkart,999,33.0,2.0,15.0,4.0,6.0,2,6.0,0,False,shoe
HAGUES Formal Shoes For Men  (Navy),3.4,Men,Flipkart,4810,45.0,6.0,20.0,7.0,4.0,5,16.0,1,False,shoe
Women Black Flats Sandal,3.8,Women,Flipkart,1299,2011.0,271.0,921.0,425.0,283.0,121,261.0,0,False,sandal
DOCTOR EXTRA SOFT Flat Ortho Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Slippers,4.1,Women,Flipkart,599,10451.0,1220.0,5358.0,2796.0,1224.0,461,612.0,1,False,flip
WMNS NIKE ZOOM WINFLO 7 Training & Gym Shoes For Women  (Black),4.7,Women,Flipkart,7995,3.0,1.0,2.0,1.0,0.0,0,0.0,1,False,shoe
ZF Klub Men's Lace up Walking Shoes Running Shoes Lightweight Breathable Mesh Fashion Sneakers / Designer party Wear For Men (black new look wise ) For Men  (Black),3.8,Men,Flipkart,999,1584.0,163.0,802.0,217.0,202.0,132,231.0,1,False,sneaker
Flip Flops,3.9,Women,Flipkart,999,27.0,1.0,12.0,7.0,4.0,1,3.0,0,False,flip
Formal Slip On Shoe For Men (Brown) Slip On For Men  (Brown),4.1,Men,Flipkart,1497,3649.0,705.0,1245.0,651.0,302.0,214,207.0,0,False,shoe
Women Off White Wedges Sandal,4.2,Women,Flipkart,1299,179.0,28.0,90.0,62.0,11.0,11,9.0,1,False,sandal
"punjabi jutti , nagra shoes , nagra , kurta shoes ,shoes for kurta pajama , juti , mojari , rajasthani jutti. Mojaris For Men  (Brown)",3.6,Men,Flipkart,670,7.0,0.0,4.0,3.0,2.0,2,5.0,0,False,shoe
Labbin Mens Casual Sneakers Shoes in Canvas White Sneakers Lightweight Shoes White,3.8,Men,Amazon,348,4.0,3.0,0.0,0.0,0.0,30,70.0,0,False,sneaker
D'LITES-RUNWAY READY Sneakers For Women  (White),4.8,Women,Flipkart,6499,10.0,0.0,8.0,2.0,0.0,0,0.0,1,False,sneaker
Men Brown Flats Sandal,3.9,Men,Flipkart,999,320.0,42.0,155.0,66.0,45.0,15,39.0,0,False,sandal
Extra Soft Walking Shoes For Women  (Black),4.3,Women,Flipkart,999,181.0,29.0,115.0,31.0,17.0,6,11.0,1,False,shoe
Women Black Wedges Sandal,4.3,Women,Flipkart,3183,96.0,11.0,51.0,37.0,5.0,5,2.0,1,False,sandal
Kapani Fashion Bad Boy Slipper for Men Slides,4.0,Men,Flipkart,499,3276.0,376.0,1867.0,556.0,343.0,154,356.0,0,False,slipper
Corporate Derby Lace Up Derby For Men  (Black),4.2,Men,Flipkart,999,638.0,109.0,332.0,183.0,60.0,24,39.0,0,False,other
Combo Pack of 4 Sports Shoes Walking Shoes For Men  (Multicolor),3.9,Men,Flipkart,1999,4445.0,529.0,2303.0,709.0,598.0,302,533.0,1,True,shoe
Girl's synthetic Leather Bellies For Women  (Black),4.1,Women,Flipkart,599,10896.0,1601.0,5788.0,2378.0,1354.0,564,812.0,1,False,bellie
Women Gold Wedges Sandal,3.7,Women,Flipkart,499,605.0,57.0,264.0,109.0,89.0,52,91.0,0,False,sandal
Zapatoz Women's Casual Shoes,3.7,Women,Amazon,499,188.0,74.0,19.0,4.0,11.0,22,44.0,1,False,shoe
Boots For Women  (Black),4.0,Women,Flipkart,2032,1689.0,332.0,215.0,393.0,8.0,120,247.0,0,False,boot
PEEP-TOE-ANKLE-CUT Bellies For Women  (Black),3.7,Women,Flipkart,999,1664.0,237.0,682.0,339.0,282.0,120,244.0,1,False,bellie
Trending Sneakers For Men's Casual Boxer Shoes Black High Tops For Men  (Black),4.0,Men,Flipkart,599,3150.0,339.0,1778.0,441.0,375.0,195,361.0,1,False,sneaker
Mojaris For Women  (Multicolor),4.1,Women,Flipkart,1000,52.0,10.0,25.0,14.0,10.0,0,3.0,1,False,mojaris
Women Black Wedges Sandal,3.9,Women,Flipkart,999,926.0,167.0,455.0,185.0,127.0,54,104.0,0,False,sandal
Women Pink Flats Sandal,3.9,Women,Flipkart,499,4988.0,632.0,2410.0,935.0,706.0,381,556.0,1,False,sandal
Men Red Casual Sandal,4.0,Men,Flipkart,999,21581.0,3053.0,10687.0,5066.0,2876.0,1119,1833.0,0,False,sandal
"Boots For Men  (Orange, Black)",4.1,Men,Flipkart,999,856.0,89.0,510.0,124.0,89.0,57,76.0,1,False,boot
Stylish Party Wear Loafers Shoe Loafers For Men  (Blue),4.0,Men,Flipkart,1499,353.0,53.0,196.0,54.0,36.0,24,43.0,0,False,shoe
Women Brown Heels Sandal,4.4,Women,Flipkart,599,20.0,3.0,12.0,4.0,2.0,1,0.0,0,False,sandal
Men Brown Sandal,3.9,Men,Flipkart,999,0.0,0.0,1742.0,692.0,496.0,205,349.0,1,False,sandal
New Fashionable And Comfortable Sneakers For Women And Girls Party Wear Party Wear For Women  (Pink),4.1,Women,Flipkart,999,63.0,9.0,41.0,5.0,5.0,5,7.0,1,False,sneaker
Men's Golden Printed Fabric Velvet Jutis For Men  (Gold),3.8,Men,Flipkart,999,380.0,52.0,184.0,63.0,49.0,23,61.0,0,False,juti
Jutis For Men  (Black),4.7,Men,Flipkart,999,6.0,0.0,4.0,2.0,0.0,0,0.0,0,False,juti
Black With Fine Lining Design Slip On Shoes For Men  (Black),3.6,Men,Flipkart,499,359.0,61.0,139.0,65.0,75.0,31,49.0,0,False,shoe
Wedge Heel Wedges For Women  (Grey),3.5,Women,Flipkart,899,52.0,12.0,22.0,7.0,6.0,7,10.0,0,False,other
Women Brown Flats Sandal,4.4,Women,Flipkart,1895,98.0,10.0,63.0,22.0,6.0,1,6.0,1,False,sandal
Bellies For Women  (Gold),3.9,Men,Flipkart,1499,0.0,39.0,104.0,36.0,34.0,10,24.0,1,False,bellie
Pepsi Walking Shoes For Women  (Black),4.2,Women,Flipkart,999,869.0,156.0,508.0,174.0,87.0,37,63.0,1,False,shoe
New Stylish Girls/Women/Ladies Comfortable Fashionable Outdoor High Heel Ankle Boots For Women  (Pink),4.0,Women,Flipkart,1017,245.0,32.0,95.0,48.0,26.0,12,10.0,0,False,boot
GO RUN RIDE 7 Running Shoes For Women  (Pink),4.5,Women,Flipkart,6499,10.0,2.0,6.0,1.0,0.0,0,1.0,1,False,shoe
PRO-CAP-AW1014 Slip On For Men  (Black),3.9,Men,Flipkart,1499,2722.0,379.0,1225.0,710.0,382.0,127,278.0,1,False,other
"Chevit Latest Fashion Combo Pack of 2 Pairs Casual Outdoors Shoes Outdoors For Men  (Black, Blue)",3.8,Men,Flipkart,1498,165.0,17.0,83.0,22.0,28.0,11,21.0,1,True,shoe
Men Grey Sandal,3.5,Men,Flipkart,671,2832.0,380.0,1162.0,458.0,396.0,233,583.0,1,False,sandal
RC3509 001 High Tops For Men  (Black),4.2,Men,Flipkart,4499,1988.0,364.0,1120.0,493.0,177.0,71,127.0,1,False,other
Jaipuri Women's Traditional Slip-On Mojari Jutti Mojaris For Women  (Orange),4.7,Women,Flipkart,599,15.0,4.0,10.0,3.0,1.0,0,0.0,0,False,mojaris
Women Black Wedges Sandal,4.1,Women,Flipkart,1290,95.0,14.0,49.0,26.0,6.0,6,8.0,1,False,sandal
"PERIS Running Shoes For Men  (Navy, Green)",4.1,Men,Flipkart,2399,0.0,0.0,2859.0,1085.0,415.0,210,460.0,1,False,shoe
Women Brown Heels Sandal,4.5,Women,Flipkart,799,31.0,3.0,19.0,11.0,0.0,0,1.0,1,False,sandal
Casuals For Men  (White),3.7,Men,Flipkart,999,108.0,12.0,56.0,13.0,14.0,4,21.0,0,False,casual
Boots For Women  (Black),4.7,Women,Flipkart,999,6.0,0.0,4.0,2.0,0.0,0,0.0,0,False,boot
US Polo Association Men's Panal Sneakers,4.2,Men,Amazon,1799,27.0,13.0,9.0,6.0,6.0,12,66.0,1,False,sneaker
ROYALCOMPLETECLN Sneakers For Women  (White),4.3,Women,Flipkart,3999,83.0,6.0,37.0,36.0,6.0,2,2.0,1,False,sneaker
Flip Flops,3.4,Women,Flipkart,649,17.0,3.0,6.0,2.0,3.0,4,2.0,0,False,flip
Slippers,4.2,Women,Flipkart,799,2142.0,277.0,1206.0,521.0,241.0,87,89.0,0,False,slipper
Glitter Jutis For Women  (Black),3.3,Women,Flipkart,499,29.0,3.0,10.0,6.0,4.0,2,7.0,0,False,juti
Sneakers For Women  (White),4.2,Women,Flipkart,999,195.0,32.0,120.0,25.0,31.0,7,12.0,1,False,sneaker
"New Fashionable Waterproof Casual Shoes,Walking Shoes,Rubber Shoes,Lightweight Shoes Casuals For Women  (Pink)",4.0,Women,Flipkart,799,1174.0,215.0,607.0,254.0,152.0,55,106.0,1,False,shoe
Women White Heels Sandal,3.4,Women,Flipkart,999,5.0,0.0,1.0,2.0,0.0,2,0.0,1,False,sandal
Men Synthetic Leather Office Black Formal Shoes Slip On Shoes For Men  (Black),3.8,Men,Flipkart,999,14915.0,2309.0,6729.0,3177.0,2256.0,1042,1711.0,1,False,shoe
ELIZA Running Shoes For Women  (Black),3.3,Women,Flipkart,899,3.0,0.0,0.0,1.0,2.0,0,0.0,1,False,shoe
Women Multicolor Heels Sandal,3.9,Women,Flipkart,998,391.0,60.0,189.0,80.0,55.0,27,41.0,1,False,sandal
Women Gold Wedges Sandal,3.6,Women,Flipkart,999,85.0,15.0,34.0,22.0,9.0,5,15.0,1,False,sandal
Women Beige Heels Sandal,4.3,Women,Flipkart,999,601.0,101.0,337.0,170.0,41.0,24,29.0,1,False,sandal
WOMEN LEATHER OPEN BACK BELLIES Loafers For Women  (Brown),4.3,Women,Flipkart,999,21.0,6.0,12.0,6.0,1.0,1,1.0,0,False,bellie
Women Black Wedges Sandal,4.0,Women,Flipkart,499,474.0,95.0,253.0,102.0,55.0,13,49.0,1,False,sandal
Slides,4.0,Men,Flipkart,2699,81.0,7.0,45.0,12.0,13.0,4,7.0,1,False,other
Flip Flops,3.7,Men,Flipkart,999,67.0,8.0,31.0,12.0,5.0,8,11.0,1,False,flip
Formal Classy Bellies For Women  (Tan),3.9,Women,Flipkart,500,1041.0,138.0,484.0,250.0,138.0,69,100.0,1,False,bellie
888 Jutis For Men  (Beige),4.2,Men,Flipkart,999,60.0,10.0,35.0,13.0,2.0,6,4.0,0,False,juti
"Casual Loafers, Sneakers Shoes for Woman Pack of 2 Combo(O)-1253-1254 Sneakers For Women  (Multicolor)",3.8,Women,Flipkart,998,34.0,2.0,19.0,4.0,2.0,2,7.0,1,True,sneaker
Women Black Heels Sandal,4.3,Women,Flipkart,999,259.0,53.0,167.0,39.0,18.0,10,21.0,0,False,sandal
"Casual shoes,Running shoes,Walking shoes,Loafers,Sneakers,Traning shoes,Gym shoes. Casuals For Women  (Multicolor)",4.1,Women,Flipkart,798,19237.0,3094.0,9577.0,4868.0,2618.0,895,1279.0,1,False,sneaker
Combo pack of 4 casual sneaker loafer shoe for women. Sneakers For Women  (Multicolor),3.6,Women,Flipkart,1996,548.0,99.0,237.0,89.0,98.0,39,85.0,1,True,sneaker
Women Red Flats Sandal,4.2,Women,Flipkart,699,512.0,72.0,298.0,107.0,54.0,24,29.0,1,False,sandal
Cosco Blue Light Weight With EVA Sole Running Shoes For Men  (Blue),4.0,Men,Flipkart,999,8010.0,927.0,4512.0,1261.0,956.0,459,822.0,1,False,shoe
Women Grey Wedges Sandal,4.3,Women,Flipkart,1099,156.0,22.0,89.0,40.0,14.0,7,6.0,0,False,sandal
"Socks Stylish Cricket , Walking Shoes , Light Weight Sports Shoes Running Shoes For Women  (Grey)",4.0,Women,Flipkart,999,523.0,71.0,258.0,134.0,65.0,22,44.0,0,False,shoe
Slippers,4.0,Women,Flipkart,1000,47.0,7.0,24.0,10.0,6.0,3,4.0,0,False,slipper
Men Brown Casual Sandal,4.0,Men,Flipkart,999,3447.0,450.0,1717.0,844.0,446.0,167,273.0,1,False,sandal
Sneakers For Men  (White),4.1,Men,Flipkart,999,2330.0,385.0,1231.0,526.0,272.0,113,188.0,1,False,sneaker
Jutis For Men  (Tan),4.1,Men,Flipkart,999,51.0,6.0,24.0,14.0,9.0,2,2.0,0,False,juti
Sneakers For Women  (Multicolor),3.5,Women,Flipkart,998,22.0,1.0,8.0,6.0,2.0,2,4.0,1,False,sneaker
Casual Loafer Sneakers Shoes Walking Shoes For Women  (Blue),3.9,Women,Flipkart,998,650.0,96.0,310.0,140.0,84.0,46,70.0,1,False,sneaker
Flip Flops,3.7,Women,Flipkart,499,646.0,88.0,293.0,123.0,90.0,52,88.0,0,False,flip
Flip Flops,4.0,Men,Flipkart,299,0.0,0.0,12968.0,6484.0,3242.0,1243,1999.0,1,False,flip
Women Girl's Fashion Trendy Comfortable Slip On Sneakers For Women  (Navy),4.0,Women,Flipkart,699,122.0,19.0,62.0,30.0,20.0,4,10.0,1,False,sneaker
Trendy Walking Shoes For Women  (Pink),4.0,Women,Flipkart,999,133.0,17.0,72.0,25.0,14.0,11,11.0,0,False,shoe
Walking Shoes For Men  (Black),3.7,Men,Flipkart,999,0.0,0.0,216.0,108.0,39.0,21,48.0,1,False,shoe
Slides,4.1,Women,Flipkart,499,872.0,141.0,459.0,210.0,89.0,47,67.0,1,False,other
Slippers,4.0,Women,Flipkart,499,2111.0,223.0,1045.0,473.0,290.0,118,185.0,1,False,slipper
Boots For Women  (Black),3.3,Women,Flipkart,999,4.0,0.0,1.0,1.0,1.0,0,1.0,0,False,boot
Women Black Flats Sandal,4.1,Women,Flipkart,999,103.0,10.0,61.0,16.0,14.0,1,11.0,1,False,sandal
Zod Runner V3 Wn s IDP Running Shoes For Women  (Blue),4.3,Women,Flipkart,3999,3096.0,325.0,1791.0,780.0,268.0,102,140.0,1,False,shoe
Men Brown Sandal,3.9,Men,Flipkart,1299,1242.0,135.0,615.0,222.0,177.0,110,118.0,1,False,sandal
Girls Stylish & Comfortable | Casual | Party Wear Boots For Women  (Brown),4.2,Women,Flipkart,999,923.0,162.0,542.0,195.0,107.0,38,44.0,0,False,boot
Combo Pack of Casual Shoes Loafers For Women  (Multicolor),3.8,Women,Flipkart,998,2673.0,401.0,1159.0,600.0,449.0,205,274.0,1,True,shoe
ROYCE-2 Running Shoes For Men  (Black),4.2,Men,Flipkart,1049,49101.0,7248.0,27266.0,11914.0,4923.0,1871,3127.0,1,False,shoe
Walking Shoes For Women  (Blue),3.8,Men,Flipkart,499,0.0,0.0,3032.0,1516.0,712.0,285,519.0,1,False,shoe
Slippers,3.0,Men,Flipkart,999,452.0,49.0,145.0,59.0,55.0,47,146.0,0,False,slipper
